county_name,county_pop2000,statename,stateabbrv,racial_segregation,inequality,poverty_rate,top_1per_income_share,frac_middleclass,unemp_rate,pop_change_80_2000,migration_inflow,migration_outflow,mean_household_income,median_house_value,percent_college_degree,crime_rate
Callahan,12905,Texas,TX,0.0039994,0.2982256,0.1224538,0.03644,0.58524,0.0435341,0.1740357,0.041689268,0.039132119,30371.55,66383.4,12.3,0.0041069
Cameron,335227,Texas,TX,0.1535909,0.5470997,0.3305257,0.13903,0.33126,0.0787847,0.598397,0.019371948,0.020320559,22077.99,70649,13.4,0.0097098
Camp,11549,Texas,TX,0.0338353,0.5202974,0.2086052,0.15926,0.48289,0.0547141,0.2451752,0.044592605,0.035154559,32388.9,81313,12.2,0.0037233
Carson,6516,Texas,TX,0.0078926,0.2418211,0.0729086,0.02889,0.67964,0.0355731,-0.0233813,0.035758134,0.040208717,38544.59,69849.2,15.5,0.0021486
Cass,30438,Texas,TX,0.0391337,0.410151,0.1769465,0.0919,0.53021,0.0652821,0.0342508,0.031473816,0.028254156,31571.99,71048.9,12,0.0100532
Castro,8285,Texas,TX,0.0249543,0.4262641,0.1901048,0.09559,0.43213,0.0408845,-0.2151383,0.016173808,0.023415812,28787.87,67983,14.7,0.0077248
Chambers,26031,Texas,TX,0.0668493,0.4429692,0.110152,0.12908,0.53419,0.0451875,0.4041968,0.051784411,0.043371365,36408.31,113305,12.1,0.0100218
Cherokee,46659,Texas,TX,0.1028949,0.4538191,0.1785502,0.10809,0.49414,0.0508654,0.2237784,0.022868043,0.024861227,26582.46,71582.1,11.4,0.0054761
Childress,7688,Texas,TX,0.0642079,0.3384092,0.1758018,0.05108,0.50379,0.0494631,0.1061871,0.008584808,0.006633715,21589.36,59851.7,8.6,0.0072841
Clay,11006,Texas,TX,0.0074126,0.322697,0.1031089,0.0563,0.61602,0.0341057,0.148612,0.04652008,0.037524986,31882.8,64117.3,13.9,0.0032709
Cochran,3730,Texas,TX,0,0.4497442,0.269937,0.09058,0.41026,0.0561798,-0.226943,0.013136729,0.030563003,27034.03,34258.1,10.2,0.0077748
Coke,3864,Texas,TX,0.0160986,0.448717,0.1302156,0.0953,0.43671,0.0455665,0.2090113,0.017857143,0.022774327,34037.07,64117.3,14.7,0.0043996
Coleman,9235,Texas,TX,0.0209164,0.3566969,0.1985635,0.07831,0.54188,0.0501921,-0.1153367,0.018516513,0.015917704,32197.36,43055.9,11.7,0.0034651
Collin,491675,Texas,TX,0.0938045,0.3760986,0.0486602,0.13914,0.34283,0.041776,2.400806,0.100464738,0.069838816,58026.94,207281.5,47.3,0.0042402
Collingsworth,3206,Texas,TX,0.036964,0.4547794,0.1870641,0.08806,0.44521,0.0372405,-0.310241,0,0.007797879,32602.18,47188.2,15.3,0.0062383
Colorado,20390,Texas,TX,0.0748923,0.4884986,0.1622576,0.15014,0.50601,0.0430151,0.0832492,0.029082884,0.02795488,33436.37,78913.6,14.4,0.0103482
Comal,78021,Texas,TX,0.1070833,0.4364427,0.0856608,0.10773,0.50975,0.0432596,1.140729,0.072659925,0.045410851,41456.65,155961,26.2,0.0104568
Comanche,14026,Texas,TX,0.0276434,0.4700639,0.1733655,0.17061,0.50794,0.0409727,0.1116747,0.02267218,0.022743476,30101.94,58118.8,13,0.0018537
Concho,3966,Texas,TX,0.0345057,0.5249307,0.1190476,0.18393,0.46565,0.0518314,0.3605489,0,0.017902168,21670.33,58118.8,14.1,0.0093293
Cooke,36363,Texas,TX,0.1155418,0.3853947,0.1414921,0.08053,0.58394,0.0482737,0.3148322,0.033853092,0.032478068,34647.63,97442.3,15.7,0.0043726
Coryell,74978,Texas,TX,0.0511054,0.2646726,0.0946648,0.04574,0.68658,0.0603145,0.3208026,0.069260316,0.069006909,19915.48,92643.5,12.4,0.0055515
Cottle,1904,Texas,TX,0,,0.1839699,,0.5,0.0489583,-0.3539192,,,35276.19,35857.7,15.3,0.0031513
Crane,3996,Texas,TX,0,0.2935981,0.1344793,0.03419,0.59583,0.0498989,-0.1313044,0.014514515,0.028278278,30506.56,52120.3,12.8,0.0077578
Crockett,4099,Texas,TX,0,0.351225,0.1936202,0.0645,0.58371,0.0353288,-0.1104601,0,0.011710173,28148.71,69849.2,10.4,0.0092706
Crosby,7072,Texas,TX,0.0095761,0.5043229,0.2807875,0.10071,0.37879,0.0502849,-0.2017158,0.028421946,0.030118778,29647.95,47454.8,10.5,0.0048077
Culberson,2975,Texas,TX,0.06929,0.4400195,0.250844,0.11305,0.29143,0.0478964,-0.1025641,0,0.007731092,21737.56,43322.5,13.9,0.0097479
Dallam,6222,Texas,TX,0.0174125,0.4103991,0.1410339,0.07209,0.57576,0.0311743,-0.0473128,0.020090003,0.021536483,26207.31,59451.8,9.6,0.0057882
Dallas,2218899,Texas,TX,0.2659109,0.6216149,0.1343062,0.23451,0.46447,0.0533047,0.4256703,0.036331081,0.04856733,40142.85,123569.1,27,0.0082907
Dawson,14985,Texas,TX,0.0370557,0.414407,0.197014,0.0773,0.48382,0.0538049,-0.0740855,0.017017017,0.019085752,26249.1,52386.9,10.5,0.0082022
Deaf Smith,18561,Texas,TX,0.0543137,0.4200132,0.2055373,0.09168,0.48539,0.045991,-0.1230333,0.01589354,0.023274608,26842.34,62117.8,11.8,0.0059264
Delta,5327,Texas,TX,0.0488541,0.3569674,0.1758687,0.05326,0.52381,0.0542265,0.1008473,0.033039234,0.051060635,30319.71,52520.2,13.9,0.006758
Denton,432976,Texas,TX,0.0686887,0.3676828,0.0662273,0.11572,0.44344,0.0354111,2.025139,0.099365785,0.070525849,45729.64,177555.6,36.6,0.0047019
Dewitt,20013,Texas,TX,0.0606265,0.4640256,0.1962673,0.14444,0.51592,0.0453561,0.0587208,0.020536651,0.017988308,28580.64,62784.3,11.8,0.0071604
Dickens,2762,Texas,TX,0,0.3890875,0.173991,0.10525,0.50485,0.05,-0.2195535,0.015930485,0.01339609,22523.02,30525.7,8.4,0.0021723
Dimmit,10248,Texas,TX,0.0089819,0.5033678,0.3324124,0.14122,0.32143,0.0779959,-0.0984429,0.019516003,0.020686963,19800.55,38657,10.1,0.0061475
Donley,3828,Texas,TX,0.0299308,0.4067135,0.159116,0.13965,0.57746,0.0436867,-0.0606135,0.018808777,0.021159875,31857.31,61451.3,15.8,0.0086207
Duval,13120,Texas,TX,0.1068996,0.4858251,0.2716851,0.13849,0.44108,0.0646089,0.0481745,0.019893293,0.026676829,21583.03,38123.8,8.9,0.004446
Eastland,18297,Texas,TX,0.031022,0.3792048,0.168086,0.08452,0.52854,0.0493785,-0.060729,0.026233809,0.021588239,30076.95,44122.3,12.7,0.0063398
Ector,121123,Texas,TX,0.1549298,0.4678587,0.1871299,0.11713,0.51995,0.0493866,0.0498293,0.027344105,0.029069623,28633.39,63584.1,12,0.0114763
Edwards,2162,Texas,TX,0.1596504,0.6321442,0.3156411,0.30559,0.40385,0.0452794,0.063453,,,25919.01,50920.6,17.3,0.0027752
Ellis,111360,Texas,TX,0.1116042,0.3692603,0.0860251,0.07297,0.54855,0.0439965,0.863984,0.065193966,0.041693606,37610.39,121836.2,17.1,0.0068773
El Paso,679622,Texas,TX,0.162516,0.5400142,0.2380797,0.13758,0.41872,0.0731736,0.4161772,0.025664266,0.029073514,25589.08,92776.8,16.6,0.0093331
Erath,33001,Texas,TX,0.0456626,0.4688266,0.1602736,0.14734,0.5376,0.0386479,0.4628103,0.033847459,0.031574801,30105.77,90110.8,25,0.006818
Falls,18576,Texas,TX,0.113161,0.440436,0.2261673,0.0954,0.46667,0.0557863,0.0351053,0.020564169,0.029554264,26985.48,51720.4,9.6,0.0044686
Fannin,31242,Texas,TX,0.0648834,0.3680375,0.1394864,0.05025,0.53309,0.0656282,0.2864731,0.040170284,0.030375776,29574.04,72648.5,12.6,0.007778
Fayette,21804,Texas,TX,0.0366305,0.5210815,0.1142238,0.24985,0.57671,0.0361711,0.1578165,0.02756375,0.024032288,38753.16,95442.8,14.6,0.002018
Fisher,4344,Texas,TX,0.0198857,0.3531237,0.1749298,0.05063,0.54396,0.0395039,-0.262604,0.014732965,0.006675875,31983.23,41722.9,12.4,0.0062155
Floyd,7771,Texas,TX,0.0018255,0.3660875,0.2149508,0.06525,0.49881,0.0564029,-0.2097824,0.015828079,0.022262257,30018.64,50520.7,12.3,0.0046326
Foard,1622,Texas,TX,0,,0.142676,,0.39706,0.0384123,-0.2483781,0,0.017262639,31901.16,34791.3,10.5,0.0049322
Fort Bend,354452,Texas,TX,0.2161219,0.4501605,0.0714965,0.13595,0.40222,0.0391552,1.708925,0.093050681,0.056300994,45056.85,153428.3,36.9,0.0049113
Franklin,9458,Texas,TX,0.0663113,0.3475419,0.1558497,0.05081,0.5427,0.0420095,0.3721166,0.04948192,0.04070628,34588.09,88111.3,16.2,0.0090493
Freestone,17867,Texas,TX,0.0724096,0.3713627,0.1424014,0.06273,0.52492,0.0448303,0.2047876,0.031454637,0.026473387,29537.55,74648,10.9,0.0021828
Frio,16252,Texas,TX,0.1063736,0.4693253,0.2896078,0.10947,0.3775,0.0655527,0.1789626,0.016428747,0.016367216,18342.42,46788.3,8.4,0.00603
Gaines,14467,Texas,TX,0.0443331,0.4478768,0.2172157,0.09032,0.46637,0.0455339,0.1001521,0.017349831,0.021497201,26420.26,63984,10.5,0.0035253
Galveston,250158,Texas,TX,0.1706065,0.4617035,0.1322152,0.10065,0.43268,0.0523409,0.2767071,0.048345446,0.038223843,39291.5,113571.6,22.7,0.0064356
Garza,4872,Texas,TX,0,0.3734211,0.2234382,0.07189,0.57767,0.0378332,-0.0869565,0.012520526,0.019293925,24539.12,51587.1,10,0.0024631
Gillespie,20814,Texas,TX,0.0193359,0.4420605,0.1018879,0.10395,0.54595,0.0349063,0.5381318,0.027193235,0.019265879,43204.58,141831.2,22.9,0.0028827
Glasscock,1406,Texas,TX,0,,0.1474359,,0.55932,0.0310391,0.0782209,,,35986.25,75181.2,18.7,0.0021337
Goliad,6928,Texas,TX,0.0066766,0.3721347,0.1644138,0.04853,0.50923,0.0421941,0.3341036,0.018187067,0.020929561,33966.72,76514.2,12.3,0.005052
Gonzales,18628,Texas,TX,0.0462363,0.4409896,0.1855258,0.13004,0.46891,0.0368444,0.1033584,0.022493021,0.023190895,28892.99,64650.5,10.7,0.0087503
Gray,22744,Texas,TX,0.1038136,0.4096411,0.1382502,0.11889,0.56548,0.0444181,-0.1380277,0.019609567,0.018466409,32451.08,48921.1,11.9,0.0053201
Grayson,110595,Texas,TX,0.1058375,0.4059099,0.1127279,0.09301,0.55301,0.0533173,0.231625,0.030589086,0.029332248,35854.34,92110.3,17.2,0.007107
Gregg,111379,Texas,TX,0.1702266,0.5004678,0.1508731,0.13522,0.50666,0.0550981,0.1195332,0.041399187,0.044020866,34522.42,102374.4,19.5,0.013575
Grimes,23552,Texas,TX,0.1113171,0.3787262,0.1661437,0.06438,0.53694,0.0557344,0.7343152,0.041822351,0.03851053,25896.87,75581.1,10.3,0.006284
Guadalupe,89023,Texas,TX,0.11007,0.3900755,0.0982389,0.07445,0.54249,0.0387599,0.9059476,0.067622974,0.048234726,34526.22,121836.2,19.1,0.004385
Hale,36602,Texas,TX,0.0820065,0.4290031,0.1797138,0.08469,0.49342,0.0467983,-0.0263354,0.024397574,0.03387793,26194.63,71715.4,14.4,0.0112034
Hall,3782,Texas,TX,0.0069918,0.2909018,0.2632282,0.05182,0.39535,0.0540852,-0.3239185,0.003437335,0.00740349,25472.93,32125.3,10.3,0.0015865
Hamilton,8229,Texas,TX,0.0209222,0.3123222,0.1423009,0.04278,0.56646,0.0382695,-0.0081957,0.023210597,0.020780168,35678.38,63050.9,16.8,0.0012152
Hansford,5369,Texas,TX,0.0003916,0.3798896,0.1640581,0.09504,0.60667,0.0296064,-0.1352875,0.005401378,0.010802757,34695.41,66516.7,18.6,0.0052151
Hardeman,4724,Texas,TX,0,0.2853003,0.177897,0.03897,0.60622,0.0385562,-0.2581658,0.008890771,0.016511431,34534.11,39056.9,12.8,0.0050804
Hardin,48073,Texas,TX,0.2000057,0.4007355,0.1118313,0.08945,0.53476,0.0622855,0.1805457,0.049362428,0.039835251,33486.64,101041.4,13,0.0082375
Harris,3400578,Texas,TX,0.2827613,0.5876659,0.1497481,0.19041,0.44039,0.047222,0.4112935,0.030311612,0.036071221,38276.89,115971,26.9,0.0058774
Harrison,62110,Texas,TX,0.1213184,0.4247959,0.1666832,0.08041,0.50855,0.054881,0.188367,0.032104331,0.033263565,31093.3,91177.2,15.4,0.0059327
Hartley,5537,Texas,TX,0,,0.0658697,,0.67925,0.0322449,0.3887635,0.004334477,0.016434893,28077.15,125302,17.6,0.0067843
Haskell,6093,Texas,TX,0.0011914,0.43253,0.2282518,0.06,0.50376,0.039833,-0.2112621,0.017397013,0.018874118,32850.27,40789.8,14.4,0.0026446
Hays,97589,Texas,TX,0.1418048,0.4719389,0.1425869,0.13211,0.49333,0.039481,1.404025,0.087058992,0.061174928,32963.35,172490.2,31.3,0.0080337
Hemphill,3351,Texas,TX,0.0369613,0.4000148,0.1257018,0.17052,0.59091,0.0268899,-0.3682127,0,0.005073113,32428.9,75714.4,17.9,0.0017905
Henderson,73277,Texas,TX,0.1150233,0.3970202,0.1505521,0.07598,0.52568,0.046572,0.7198752,0.042318872,0.037638004,35073.14,100374.9,12.1,0.0069326
Hidalgo,569463,Texas,TX,0.1277222,0.6046069,0.3587078,0.16231,0.29057,0.0967193,1.01061,0.020844199,0.016464634,20099.17,69849.2,12.9,0.0100639
Hill,32321,Texas,TX,0.15639,0.3823031,0.1567439,0.05969,0.53451,0.0570531,0.2916001,0.043222673,0.035611522,30639.81,72915.1,12.5,0.0073018
Hockley,22716,Texas,TX,0.0688684,0.4041598,0.1889932,0.07502,0.54387,0.0395005,-0.0221266,0.029230498,0.033676704,28488.61,67183.2,13.6,0.0074397
Hood,41100,Texas,TX,0.0053916,0.501845,0.0851043,0.2305,0.52166,0.0463895,1.320199,0.054841849,0.035474453,43328.16,149429.3,20.5,0.0054015
Hopkins,31960,Texas,TX,0.0809594,0.4001064,0.1459714,0.08136,0.54538,0.0453958,0.265893,0.03097622,0.030319149,33074.57,81313,15.1,0.004224
Houston,23185,Texas,TX,0.0853095,0.4652233,0.2095356,0.10067,0.48541,0.0531725,0.0397327,0.016519301,0.022989002,26157.64,65716.9,12.2,0.0052189
Howard,33627,Texas,TX,0.120748,0.4873403,0.1858419,0.12797,0.49036,0.0503365,0.014634,0.01403634,0.020995034,25921.92,51987,11.1,0.0070182
Hudspeth,3344,Texas,TX,0.0211752,0.4269628,0.3576841,0.09772,0.27907,0.0541571,0.2258064,0.01465311,0.01854067,19235.12,40656.5,9.7,0.0029904
Hunt,76596,Texas,TX,0.1393393,0.3993979,0.1277584,0.07521,0.53732,0.0492219,0.3864031,0.050629276,0.044858739,32691.25,82646,16.8,0.0079639
Hutchinson,23857,Texas,TX,0.0908025,0.3323478,0.1110355,0.05722,0.55425,0.0430949,-0.0930277,0.017604896,0.02305403,34199.85,60384.9,14.3,0.0062036
Irion,1771,Texas,TX,0,,0.0841387,,0.64474,0.0332975,0.2777778,0,0.019198193,39352.21,81046.4,21.5,0.0033879
Jack,8763,Texas,TX,0.0832982,0.302424,0.1294503,0.0456,0.58735,0.0436046,0.1829104,0.028186694,0.029327856,26783.02,58785.3,12.8,0.0071893
Jackson,14391,Texas,TX,0.036549,0.4438149,0.1472175,0.15651,0.55856,0.0449176,0.0778161,0.021610729,0.024946147,33181.13,70249.1,12.8,0.0060454
Jasper,35604,Texas,TX,0.1350035,0.398357,0.1805733,0.0663,0.51653,0.0861669,0.1566876,0.030361757,0.032215481,30315.07,79846.7,10.5,0.0057016
Jeff Davis,2207,Texas,TX,0,,0.1501403,,0.47436,0.0375,0.3400121,0.008155868,0.015405528,35799.91,79713.4,35.1,0.0031717
Jefferson,252051,Texas,TX,0.2798876,0.5321573,0.1737078,0.14727,0.44475,0.0716396,0.0044354,0.02084102,0.026169307,32508.11,79180.2,16.3,0.0065344
Jim Hogg,5281,Texas,TX,0.0025988,0.4518778,0.2594522,0.13122,0.4739,0.0481381,0.0218653,0,0.007006249,24819.75,43189.2,9.5,0.0075743
Jim Wells,39326,Texas,TX,0.068314,0.5515947,0.2413482,0.19553,0.47204,0.0560973,0.0774837,0.033997864,0.032980725,24354.03,55052.9,10.9,0.0072466
Johnson,126811,Texas,TX,0.082584,0.3562321,0.0880073,0.07179,0.57508,0.0442466,0.8745436,0.054656142,0.043907863,34012.61,109172.7,13.8,0.0045661
Jones,20785,Texas,TX,0.112294,0.3400587,0.1679858,0.07313,0.56464,0.0519549,0.2036715,0.024633149,0.026076498,20850.11,46121.8,8.2,0.0039113
Karnes,15446,Texas,TX,0.0983317,0.549629,0.2188695,0.2221,0.4912,0.0561234,0.1363202,0.013725236,0.019034054,19791.7,55452.8,9.4,0.0048556
Kaufman,71313,Texas,TX,0.1913056,0.4163266,0.1049994,0.07834,0.51829,0.0512177,0.8278354,0.087347328,0.054590327,34979.34,114238.1,12.3,0.007587
Kendall,23743,Texas,TX,0.0233203,0.4401822,0.1050075,0.09378,0.47977,0.0386633,1.232534,0.056774628,0.040475087,46695.23,186486.7,31.4,0.0040705
Kenedy,414,Texas,TX,0,,0.1532663,,0.27778,0.0338164,-0.2375691,,,30873.14,29992.5,20.3,0
Kent,859,Texas,TX,0,,0.1035323,,0.65854,0.0318182,-0.2497817,,,36706.29,32258.6,15.1,0
Kerr,43653,Texas,TX,0.0605889,0.4996603,0.1447362,0.11897,0.50139,0.0430605,0.5167825,0.029413786,0.026252491,41713.88,128767.8,23.3,0.0075596
Kimble,4468,Texas,TX,0.0362279,0.3724353,0.1877551,0.05747,0.48,0.0327941,0.09968,0.006042972,0.005371531,36229.57,67583.1,17.3,0.0094002
King,356,Texas,TX,0,,0.2067901,,0.875,0.0292887,-0.1623529,,,21450.16,18395.4,24.6,0.005618
Kinney,3379,Texas,TX,0,0.5014439,0.2403703,0.08961,0.32,0.0692675,0.4826678,0.015685114,0.014501332,34424.93,61051.4,17.7,0.0020716
Kleberg,31549,Texas,TX,0.0598193,0.4370267,0.2670659,0.05333,0.44852,0.0506978,-0.0542299,0.032077086,0.040508416,24368.13,69049.4,20.4,0.0051349
Knox,4253,Texas,TX,0.0073659,0.3670247,0.2290856,0.07753,0.51462,0.0431267,-0.2019141,0.006583588,0.018104867,29370.71,37057.4,11.8,0.0061133
Lamar,48499,Texas,TX,0.1256512,0.4444808,0.1635384,0.10292,0.53694,0.0629322,0.1504649,0.020392173,0.021835502,33168.99,76380.9,14.5,0.0096291
Lamb,14709,Texas,TX,0.0494586,0.4091332,0.209427,0.06368,0.48787,0.054084,-0.2121163,0.018899993,0.026446393,31048.96,45721.9,11.1,0.004691
Lampasas,17762,Texas,TX,0.0323639,0.3191688,0.1406853,0.04812,0.62697,0.0437981,0.4795502,0.047573472,0.077693953,33554.94,96509.2,16.2,0.0076028
La Salle,5866,Texas,TX,0.0116382,0.3790867,0.297662,0.05333,0.42279,0.068654,0.0638375,0.019604501,0.016195022,18428.02,30259.1,6.4,0.0093761
Lavaca,19210,Texas,TX,0.0610751,0.4250043,0.1323443,0.14457,0.58104,0.0336457,0.0108398,0.022800625,0.021343051,33852.19,74381.4,11.4,0.0039818
Lee,15657,Texas,TX,0.0842064,0.2961647,0.1186531,0.04453,0.6521,0.0413253,0.4296019,0.023503864,0.026377978,33317.62,99975,13.1,0.0047902
Leon,15335,Texas,TX,0.032063,0.3854992,0.1555409,0.05408,0.50076,0.0515579,0.5983948,0.036909032,0.027127486,35435.01,85578.6,12.1,0.005282
Liberty,70154,Texas,TX,0.1242263,0.3776653,0.1432843,0.07247,0.55075,0.0616796,0.4898488,0.048250991,0.046725775,27571.99,85178.7,8.1,0.0076261
Limestone,22051,Texas,TX,0.0640546,0.4413362,0.1775469,0.07838,0.47024,0.0476626,0.0903382,0.022946805,0.02489683,27149.32,61717.9,11.1,0.0096594
Lipscomb,3057,Texas,TX,0.0953404,0.3459693,0.1673877,0.08307,0.60265,0.0336022,-0.1882634,0.009486425,0.014393196,33341.97,52920.1,18.9,0.0035983
Live Oak,12309,Texas,TX,0.0759252,0.4484166,0.1649879,0.11034,0.49537,0.0452342,0.2813866,0.014135998,0.018116825,29482.44,73581.6,12,0.0019498
Llano,17044,Texas,TX,0.0205554,0.3943416,0.103167,0.06584,0.50678,0.0471484,0.680205,0.036669796,0.026108895,51023.82,136099.3,21,0.0034346
Loving,67,Texas,TX,0,,0,,,0.0625,-0.2637363,,,41516.53,0,5.9,0
Lubbock,242628,Texas,TX,0.2017282,0.5350976,0.1782566,0.13024,0.46457,0.0369065,0.1463589,0.032321084,0.033870782,31009.38,92110.3,24.4,0.0069568
Lynn,6550,Texas,TX,0.0182199,0.4692146,0.2263743,0.07754,0.36986,0.0490777,-0.2388146,0.032519084,0.033740458,28777.6,51320.5,13.4,0.002402
McCulloch,8205,Texas,TX,0.0398628,0.4332453,0.2248343,0.10347,0.47397,0.0592896,-0.0606754,0.004387569,0.014015844,30205.91,45322,14,0.0056063
McLennan,213517,Texas,TX,0.1901845,0.5095911,0.1760816,0.13589,0.49665,0.0478562,0.250429,0.02564667,0.025843376,31938.41,90244.1,19.1,0.0102145
McMullen,851,Texas,TX,0,,0.2068155,,0.44737,0.0388128,0.0785805,,,43692.4,62384.4,16.2,0.0047004
Madison,12940,Texas,TX,0.1370809,0.4471899,0.1578686,0.08601,0.44757,0.0522585,0.2151376,0.029598145,0.030911901,21941.95,74514.7,11.5,0.0044822
Marion,10941,Texas,TX,0.0513373,0.3922633,0.2235641,0.06767,0.3982,0.0659865,0.0560811,0.027328398,0.032081163,28439.09,64917.1,8.5,0.0111507
Martin,4746,Texas,TX,0.0294883,0.4465111,0.1873255,0.07789,0.48117,0.0407883,0.0132365,0.019174041,0.023177413,31959.63,71715.4,11.8,0.0050569
Mason,3738,Texas,TX,0.0577731,0.2547659,0.1319989,0.04741,0.625,0.0294957,0.0149335,,,44194.93,71848.7,18.7,0.0010701
Matagorda,37957,Texas,TX,0.0924135,0.4203897,0.1850028,0.06803,0.49149,0.0774219,0.0034102,0.021076481,0.02869036,30778.33,81979.5,12.5,0.0114076
Maverick,47297,Texas,TX,0.0926035,0.4188666,0.3484868,0.09534,0.28739,0.1769949,0.5063698,0.019895554,0.0250333,18470.3,66916.6,9.1,0.0080766
Medina,39304,Texas,TX,0.0397159,0.400707,0.1543215,0.0573,0.4919,0.045145,0.6967708,0.04320171,0.036204966,28193.14,90777.3,13.3,0.0032837
Menard,2360,Texas,TX,0.0412014,0.4330233,0.2578834,0.08467,0.35294,0.0459364,0.0059676,0,0.008050848,33325.27,38523.7,17.2,0.0038136
Midland,116009,Texas,TX,0.1987052,0.5547484,0.1290069,0.16016,0.44192,0.0379412,0.4038555,0.037410891,0.034023222,39298.42,97842.2,24.8,0.0135343
Milam,24238,Texas,TX,0.0385701,0.3652718,0.1592394,0.04082,0.51437,0.0453385,0.0662502,0.026817394,0.029994224,34633,65716.9,11.6,0.0071788
Mills,5151,Texas,TX,0.0230395,0.3913219,0.1835237,0.10181,0.55263,0.0361936,0.1505472,0.010095127,0.008736168,34294.1,65050.4,20.2,0.0011648
Mitchell,9698,Texas,TX,0.0346418,0.355372,0.1767395,0.0528,0.51149,0.0580552,0.0671215,0.015982677,0.00969272,20884.27,41323,10.4,0.0058775
Montague,19117,Texas,TX,0.0324337,0.3432383,0.139709,0.07217,0.60134,0.0467622,0.0980471,0.034785793,0.02625935,34554.98,70915.6,11.3,0.0046032
Montgomery,293768,Texas,TX,0.105293,0.4930897,0.0939081,0.14003,0.45979,0.0396076,1.286364,0.080461453,0.050022467,44985.54,153028.4,25.3,0.0050288
Moore,20121,Texas,TX,0.0249895,0.3035635,0.1349474,0.04965,0.60778,0.0336251,0.2139367,0.01749416,0.02847771,30721.38,80513.2,11,0.0048208
Morris,13048,Texas,TX,0.0030289,0.3406645,0.1828141,0.04355,0.52342,0.0694491,-0.108073,0.039776211,0.038090129,31981.58,60784.8,11.2,0.0101165
Motley,1426,Texas,TX,0,,0.1943662,,0.50943,0.0354505,-0.2687179,,,36160.36,40123.3,14.7,0.0014025
Nacogdoches,59203,Texas,TX,0.156406,0.5249414,0.2332302,0.13686,0.48684,0.0472388,0.2653999,0.028343158,0.028157357,27061.78,98508.7,22.8,0.0100164
Navarro,45124,Texas,TX,0.0755269,0.4365377,0.1815422,0.08523,0.49335,0.0547803,0.2774679,0.032510416,0.030737523,29744.01,75581.1,12.2,0.0095071
Newton,15072,Texas,TX,0.1001205,0.3607512,0.1908582,0.06688,0.50995,0.0996304,0.1371661,0.026074841,0.028197983,24928.89,64250.6,5.5,0.0036492
Nolan,15802,Texas,TX,0.0943514,0.4318987,0.216796,0.07913,0.46382,0.0513247,-0.0896941,0.017149728,0.02487027,27811.2,47054.9,13.2,0.0068346
Nueces,313645,Texas,TX,0.1858644,0.5420924,0.1819252,0.14076,0.44887,0.0533217,0.169379,0.034437023,0.034861069,31678.69,93443.3,18.8,0.011879
Ochiltree,9006,Texas,TX,0.0682866,0.3615015,0.1296213,0.08885,0.56982,0.0308379,-0.0607009,0.006995336,0.009327115,33298.34,65050.4,16.1,0.0129913
Oldham,2185,Texas,TX,0,0.5875695,0.1976517,0.39205,0.61789,0.0308483,-0.042926,0.016475973,0.024256293,29489.58,66650,19.4,0.0018307
Orange,84966,Texas,TX,0.2738098,0.3670269,0.1375201,0.06231,0.52166,0.0800831,0.0134545,0.02749335,0.029011605,32754.26,88111.3,11,0.0061319
Palo Pinto,27026,Texas,TX,0.0775447,0.4494668,0.1587678,0.15432,0.52959,0.0471705,0.1231818,0.031932213,0.026789018,30217.68,62251.1,12.1,0.0070886
Panola,22756,Texas,TX,0.0179804,0.3760713,0.1413258,0.05587,0.5211,0.0556131,0.0980506,0.024784672,0.024696783,29958.24,80779.8,13.4,0.0076305
Parker,88495,Texas,TX,0.0493812,0.4200688,0.0828917,0.10212,0.54213,0.0394391,0.9837925,0.06463642,0.047799311,36953.51,132500.2,18.6,0.0052976
Parmer,10016,Texas,TX,0.0048661,0.3472103,0.1696945,0.06597,0.57034,0.0369806,-0.0925892,0.018071086,0.039636582,28063.76,65850.2,13.4,0.0046925
Pecos,16809,Texas,TX,0.0891365,0.4627038,0.2042857,0.10462,0.46335,0.0511429,0.1498837,0.012909751,0.020762687,21030.21,53586.6,12.9,0.0099352
Polk,41133,Texas,TX,0.1108137,0.4212083,0.1736683,0.08717,0.4993,0.0626798,0.6852952,0.046094377,0.049716772,29268.24,79980,10.4,0.0061508
Potter,113546,Texas,TX,0.2142415,0.5247995,0.1920041,0.18105,0.50384,0.0543573,0.1511502,0.05501735,0.056822786,27619.88,72515.2,13.5,0.0121704
Presidio,7304,Texas,TX,0.1053731,0.3971512,0.3636237,0.04588,0.35052,0.1551045,0.4078643,0.02779299,0.037924425,19746.49,47321.5,11.7,0.0010953
Rains,9139,Texas,TX,0.008086,0.3395521,0.1485411,0.09479,0.60391,0.0506954,0.8886133,0.058868585,0.035233614,31427.27,80646.5,11.5,0.010395
Randall,104312,Texas,TX,0.0325143,0.4087878,0.0807495,0.13322,0.518,0.0258752,0.3896779,0.066694148,0.055420278,40102.38,124635.5,28.9,0.0091094
Reagan,3326,Texas,TX,0,0.2675965,0.1183124,0.05035,0.66667,0.0330927,-0.1956469,0,0.009621167,26365.99,67316.5,9.2,0.0075165
Real,3047,Texas,TX,0,0.3756928,0.2122848,0.15272,0.48,0.0558531,0.2341029,0.010502133,0.022317033,28800.3,75581.1,17.3,0.0026255
Red River,14314,Texas,TX,0.0825994,0.4790701,0.1734964,0.16599,0.41723,0.0825482,-0.1109869,0.022635182,0.021307811,30008.98,45855.2,9,0.0087327
