county_name,county_pop2000,statename,stateabbrv,racial_segregation,inequality,poverty_rate,top_1per_income_share,frac_middleclass,unemp_rate,pop_change_80_2000,migration_inflow,migration_outflow,mean_household_income,median_house_value,percent_college_degree,crime_rate
Autauga,43671,Alabama,AL,0.1282159,0.3799757,0.1092284,0.06143,0.5195,0.0373794,0.3537617,0.057040141,0.051017838,34379.54,126368.4,18,0.0093531
Baldwin,140415,Alabama,AL,0.1005492,0.4897381,0.1014709,0.12719,0.49911,0.0391124,0.787451,0.04485988,0.023537371,39219.6,163292.5,23.1,0.007371
Barbour,29038,Alabama,AL,0.0399931,0.4906366,0.267998,0.09734,0.40833,0.0681317,0.1729682,0.016564502,0.023073214,24274.2,91443.8,10.9,0.0077485
Bibb,20826,Alabama,AL,0.1035498,0.4170978,0.206075,0.06622,0.46136,0.0616393,0.3245564,0.035820609,0.029338327,24927.52,99441.8,7.1,0.0045136
Blount,51024,Alabama,AL,0.0797027,0.3330419,0.1174281,0.06281,0.59722,0.0328471,0.3994898,0.038824867,0.033572437,30229.86,115704.4,9.6,0.0020187
Bullock,11714,Alabama,AL,0.0471572,0.4621815,0.3348412,0.14885,0.3463,0.0908166,0.1055115,0.009219737,0.018524842,18084.56,75447.8,7.7,0.0031586
Butler,21399,Alabama,AL,0.0926762,0.4988843,0.2461808,0.11457,0.37678,0.0686004,-0.0129613,0.014112809,0.017570915,30493.45,76914.1,10.4,0.0046264
Calhoun,112249,Alabama,AL,0.2080907,0.4308186,0.1611126,0.10314,0.53681,0.0501403,-0.0627249,0.020980142,0.021692844,31739.22,95442.8,15.2,0.0087804
Chambers,36583,Alabama,AL,0.0824692,0.4217112,0.1703605,0.10488,0.50302,0.0494312,-0.0665459,0.023480852,0.027417106,28871.58,78513.7,9.5,0.0069431
Cherokee,23988,Alabama,AL,0.0141701,0.4047915,0.1555866,0.10685,0.51245,0.041401,0.278678,0.025262631,0.022594631,28795.93,101441.3,9.7,0.0037948
Chilton,39593,Alabama,AL,0.0744359,0.3909757,0.1570229,0.06643,0.52105,0.0436641,0.2933817,0.02684818,0.022428207,28448.61,109039.4,9.9,0.005304
Choctaw,15922,Alabama,AL,0.1426055,0.4696517,0.2451392,0.07383,0.38282,0.0649417,-0.0544569,0.006845874,0.014947871,27724.39,80646.5,9.6,0.0025122
Clarke,27867,Alabama,AL,0.0353558,0.4640328,0.2258816,0.07472,0.42316,0.0893002,0.0059562,0.014353895,0.02052607,28073.51,90510.7,12.1,0.0073923
Clay,14254,Alabama,AL,0.0611635,0.3840202,0.1710893,0.06498,0.49074,0.055296,0.0402102,0.014802862,0.022730462,26455.26,82912.6,7.8,0.0034376
Cleburne,14123,Alabama,AL,0.1010351,0.295785,0.1394602,0.0385,0.62272,0.0476804,0.121318,0.028251788,0.030163563,27411.09,95042.9,9.2,0.0038944
Coffee,43615,Alabama,AL,0.1122845,0.448529,0.1469591,0.1181,0.51354,0.0564018,0.131887,0.041293133,0.036592915,33960.36,102107.8,19.3,0.0072603
Colbert,54984,Alabama,AL,0.0881093,0.4249595,0.1395999,0.07905,0.50655,0.0625484,0.0085291,0.024952714,0.024443475,33145.2,96375.9,14.1,0.002819
Conecuh,14089,Alabama,AL,0.028252,0.4826638,0.2658898,0.14462,0.40945,0.066629,-0.1130068,0.014408404,0.028532898,25457.96,78113.8,9.2,0.0053233
Coosa,12202,Alabama,AL,0.1725112,0.331035,0.1493044,0.0745,0.47046,0.0617746,0.0725147,0.041796427,0.046877561,27354.18,79313.5,8,0.0048353
Covington,37631,Alabama,AL,0.1210398,0.4635864,0.1844967,0.10436,0.4811,0.0576527,0.021194,0.017963913,0.015678563,29839.67,75581.1,12.2,0.0058197
Crenshaw,13665,Alabama,AL,0.0244547,0.4017549,0.221062,0.05851,0.43555,0.0546927,-0.0315379,0.025393341,0.02766191,28369.6,68382.9,11.2,0.0102452
Cullman,77483,Alabama,AL,0.0927621,0.3944385,0.1299916,0.09115,0.57138,0.042035,0.2569839,0.021062685,0.020107637,31528.85,113305,11.9,0.0047899
Dale,49129,Alabama,AL,0.0759427,0.4117333,0.1509354,0.10967,0.54728,0.0505812,0.027352,0.051212115,0.062692096,28494.76,91977,14,0.0057771
Dallas,46365,Alabama,AL,0.212516,0.5356634,0.3105486,0.11566,0.34359,0.0840064,-0.1410867,0.01214278,0.020360186,26798.92,85445.3,13.9,0.0071606
DeKalb,64452,Alabama,AL,0.1298878,0.4414988,0.1539102,0.13012,0.54357,0.0437882,0.2011629,0.019208093,0.022171539,29350.54,89577.6,8.3,0.0048557
Elmore,65874,Alabama,AL,0.0574173,0.378218,0.1024389,0.0602,0.54001,0.0386334,0.5181839,0.05446762,0.038072684,31156.06,130634,16.6,0.006214
Escambia,38440,Alabama,AL,0.1643296,0.4873572,0.2086959,0.13828,0.47278,0.055974,0,0.018990635,0.023933403,26024.19,88911.1,10.6,0.0082726
Etowah,103459,Alabama,AL,0.3242518,0.4757486,0.1569798,0.11214,0.49497,0.0600306,0.0039008,0.019988595,0.021206468,31576.7,94909.6,13.4,0.006401
Fayette,18495,Alabama,AL,0.0870454,0.3837385,0.1732422,0.08315,0.53588,0.0574839,-0.0166941,0.018924034,0.016490944,27426.6,85445.3,9.2,0.0056427
Franklin,31223,Alabama,AL,0.1511495,0.4386635,0.1888521,0.11765,0.54359,0.0695541,0.1013404,0.02008135,0.024116837,27611.74,83712.4,9.7,0.0044839
Geneva,25764,Alabama,AL,0.0267471,0.4325046,0.1961859,0.11754,0.48441,0.0583924,0.0623016,0.026859183,0.0266263,27748.29,74514.7,8.7,0.0039978
Greene,9974,Alabama,AL,0.0028816,0.4518991,0.3427676,0.09509,0.30118,0.0650753,-0.0950005,0.014437538,0.027671947,27643.83,75981,10.5,0.0062162
Hale,17185,Alabama,AL,0.1044228,0.5851698,0.2688223,0.22902,0.36075,0.0660444,0.1013202,0.027640384,0.022112307,25042.62,88377.9,8.1,0.001895
Henry,16310,Alabama,AL,0.0472008,0.442657,0.1905885,0.0843,0.46396,0.0490209,0.0658737,0.032004905,0.032618026,29945.09,92110.3,14.1,0.0045998
Houston,88787,Alabama,AL,0.2042506,0.55633,0.1499897,0.137,0.4431,0.0390972,0.1896639,0.033991463,0.030927951,35262.85,109306,18.4,0.0087766
Jackson,53926,Alabama,AL,0.0729292,0.3476273,0.1367446,0.06527,0.57583,0.0595902,0.0490011,0.017338575,0.019359864,29498.9,96509.2,10.4,0.0045433
Jefferson,662047,Alabama,AL,0.4181344,0.5981416,0.1477299,0.17284,0.43082,0.0394048,-0.013819,0.026235298,0.031845171,38584.14,120903.1,24.6,0.0085941
Lamar,15904,Alabama,AL,0.0034696,0.3404978,0.1609423,0.05022,0.53662,0.0736002,-0.0333678,0.020435111,0.023013079,27185.63,73581.6,7.8,0.0048415
Lauderdale,87966,Alabama,AL,0.2004072,0.4801482,0.1442567,0.14518,0.5066,0.0597039,0.0921213,0.019734898,0.021587886,34223.01,113305,18.5,0.0055249
Lawrence,34803,Alabama,AL,0.206192,0.3800488,0.152513,0.04112,0.4953,0.0542017,0.1535631,0.027037899,0.027124099,30491.07,99975,7.5,0.002902
Lee,115092,Alabama,AL,0.1316848,0.5093675,0.2181195,0.11825,0.46822,0.0373916,0.5087503,0.045850276,0.034068398,28575.4,138765.3,27.9,0.0054119
Limestone,65676,Alabama,AL,0.1137841,0.3978236,0.1234609,0.06664,0.49768,0.0396629,0.427584,0.03238626,0.023494123,31877.98,115171.2,16.9,0.0063507
Lowndes,13473,Alabama,AL,0.0385597,0.4170971,0.3137299,0.09429,0.28169,0.0657817,0.0166,0.028353002,0.037630817,25080.87,73981.5,11,0.0084614
Macon,24105,Alabama,AL,0.2181466,0.335266,0.3284111,0.0474,0.42061,0.0528894,-0.1015319,0.016594068,0.026135657,24916.78,85578.6,18.8,0.0075419
Madison,276700,Alabama,AL,0.2256912,0.4516629,0.1054511,0.10971,0.45368,0.0350733,0.404811,0.033317673,0.026530539,41283.33,137698.9,34.3,0.0066834
Marengo,22539,Alabama,AL,0.0460397,0.5179633,0.2590246,0.07667,0.36788,0.0544036,-0.1001318,0.014685656,0.018412529,30357.42,87844.7,12.1,0.0085186
Marion,31214,Alabama,AL,0.0667361,0.3963141,0.156376,0.07259,0.54606,0.0791622,0.0390466,0.017235856,0.018933812,28465.76,84645.5,8,0.0067337
Marshall,82231,Alabama,AL,0.1289291,0.4541681,0.1466165,0.11419,0.52488,0.0503851,0.2531011,0.027568679,0.02730114,32007.78,107839.7,13.9,0.0080333
Mobile,399843,Alabama,AL,0.3486119,0.5438026,0.1850726,0.13674,0.45569,0.0512988,0.0955203,0.01559112,0.017814492,32258.13,107306.5,18.6,0.0077605
Monroe,24324,Alabama,AL,0.1121465,0.4817895,0.2131522,0.07405,0.41918,0.0660179,0.0738599,0.013813518,0.016691334,29595.24,89177.7,11.8,0.0079757
Montgomery,223510,Alabama,AL,0.2869103,0.620164,0.1734008,0.1526,0.40605,0.0412751,0.1343497,0.035720997,0.040127959,34834.21,116904.1,28.5,0.0054942
Morgan,111064,Alabama,AL,0.2093257,0.4227009,0.1229125,0.11091,0.50537,0.0466636,0.2308852,0.025669884,0.026804365,35159.7,118103.8,18.4,0.0072427
Perry,11861,Alabama,AL,0.1004131,0.4182896,0.3536232,0.09004,0.28913,0.1005917,-0.2098988,0.006997724,0.025798837,22062.26,63450.8,10,0.007082
Pickens,20949,Alabama,AL,0.0828636,0.4043043,0.2491311,0.05757,0.39517,0.0767691,-0.0247661,0.016229892,0.020716979,27061.1,87978,9.8,0.0055373
Pike,29605,Alabama,AL,0.0670292,0.6502262,0.2306665,0.23138,0.36513,0.0484391,0.0554367,0.020705962,0.021753082,26834.85,95176.2,18.4,0.0073636
Randolph,22380,Alabama,AL,0.0754555,0.4114501,0.1701197,0.08899,0.45843,0.0572313,0.1148194,0.025111707,0.021000894,27389.76,85045.4,10,0.0068811
Russell,49756,Alabama,AL,0.2111783,0.389832,0.1990276,0.0648,0.4981,0.0503464,0.05068,0.050506472,0.050747649,26292.46,95309.5,9.7,0.0095871
St Clair,64742,Alabama,AL,0.0690248,0.4115335,0.1207624,0.08665,0.52264,0.0381369,0.5712171,0.052979519,0.033394087,32119.36,133033.4,11.1,0.0049598
Shelby,143293,Alabama,AL,0.0864882,0.4375185,0.0631362,0.13815,0.42216,0.0265401,1.161347,0.072711158,0.050525846,47774.16,195551.1,36.8,0.0045976
Sumter,14798,Alabama,AL,0.0219257,0.5588153,0.3869655,0.14947,0.2819,0.0770425,-0.124793,0.008041627,0.0208812,22241.88,71982,12.4,0.0058792
Talladega,80321,Alabama,AL,0.0922972,0.4232292,0.1761475,0.08208,0.46472,0.0597552,0.0879771,0.024352287,0.026568394,29031.36,96242.6,11.2,0.0064672
Tallapoosa,41475,Alabama,AL,0.1278713,0.4455344,0.1655892,0.06756,0.41942,0.054068,0.0723705,0.025195901,0.025027125,32640.59,98108.8,14.1,0.0072591
Tuscaloosa,164875,Alabama,AL,0.2537638,0.527745,0.1702105,0.1485,0.45702,0.0381489,0.1987335,0.025880212,0.022277483,32620.28,142097.8,24,0.0091408
Walker,70713,Alabama,AL,0.1233822,0.4131992,0.1649873,0.08008,0.51653,0.054624,0.029901,0.017790222,0.016220497,28756.69,88911.1,9.1,0.0054445
Washington,18097,Alabama,AL,0.1277308,0.3861413,0.1847597,0.04787,0.4744,0.0816627,0.0758576,0.019505996,0.022600431,27214.59,83979,8.6,0.0040891
Wilcox,13183,Alabama,AL,0.0338155,0.4326314,0.3994242,0.07286,0.33074,0.0924195,-0.1065402,0.013502238,0.017067435,21333.02,69582.6,10.1,0.0092543
Winston,24843,Alabama,AL,0.0454757,0.4987195,0.1713912,0.17605,0.49476,0.085619,0.1316449,0.019965383,0.021414483,29060.26,81046.4,8.3,0.007068
Aleutians East,2697,Alaska,AK,0,,0.2183439,,0.62069,0.080198,,0.016314423,0.012977382,16695.86,132633.5,4.9,0.0147059
Aleutians West,5465,Alaska,AK,0.038812,0.2840504,0.1188229,0.05796,0.49533,0.057262,,0.018115279,0.029277219,23637.15,124502.2,11,0.0145379
Anchorage,260283,Alaska,AK,0.0657495,0.3499186,0.0734722,0.09214,0.45904,0.0482002,,0.044904969,0.051059808,43439.39,214213.1,28.9,0.0122136
Bethel,16006,Alaska,AK,0.1352359,0.4329273,0.2060791,0.05727,0.48223,0.0958492,,0.01330751,0.022241659,25192.38,99841.7,13.1,0.0056662
Bristol Bay,1258,Alaska,AK,0,,0.0945946,,0.53846,0.0527983,,,,39909.41,185287,21.1,0
Dillingham,4922,Alaska,AK,0.1056489,0.3917662,0.2141393,0.03738,0.47429,0.0784519,,0.012190167,0.023770825,31700.42,140364.9,16.4,0.0125191
Fairbanks North Star,82840,Alaska,AK,0.0693594,0.2921234,0.0778143,0.07866,0.54225,0.0580812,,0.043529696,0.045400773,36980.75,176889.1,27,0.0139334
Haines,2392,Alaska,AK,0,0.3388104,0.1067227,0.06896,0.59821,0.0961538,,0.010869565,0.012541806,39490.58,177422.3,23.8,0.0093871
Juneau,30711,Alaska,AK,0.0267074,0.2577152,0.0596693,0.05548,0.45719,0.0455429,,0.019211358,0.02328156,45297.34,260068.3,36,0.0145225
Kenai Peninsula,49691,Alaska,AK,0.0538913,0.341663,0.100409,0.0517,0.48613,0.0794721,,0.020788473,0.019460264,37242.84,157294,20.3,0.0096268
Ketchikan Gateway,14070,Alaska,AK,0.0370556,0.2962832,0.0651089,0.07868,0.51511,0.0649047,,0.012366738,0.017910448,42022.13,219945,20.2,0.0145165
Kodiak Island,13913,Alaska,AK,0.0759595,0.3700249,0.0656179,0.14251,0.59401,0.0857276,,0.015668799,0.036081363,38933.16,206748.3,18.7,0.0099463
Lake And Peninsula,1823,Alaska,AK,0,,0.1889503,,0.53333,0.0611399,,0.017004937,0.017004937,30215.99,116504.2,12.4,
Matanuska-Susitna,59322,Alaska,AK,0.0132319,0.3085276,0.1100633,0.05824,0.52565,0.0689343,,0.062742322,0.028589731,37692.78,167691.4,18.3,0.0471906
Nome,9196,Alaska,AK,0.143073,0.3909665,0.1742946,0.06635,0.55096,0.0946056,,0.013810352,0.020008699,29588.64,102774.3,14.7,0.0145506
North Slope,7385,Alaska,AK,0.0336976,0.2607683,0.0906357,0.05017,0.41214,0.0725067,,0.007989167,0.021800948,39123.14,151028.9,17,0.0055518
Northwest Arctic,7208,Alaska,AK,0.0435195,0.3018221,0.1736519,0.03179,0.58304,0.0959947,,0.017619312,0.026775805,27612.82,118903.6,12.7,0.0311486
Prince Of Wales-Outer Ketchikan,6146,Alaska,AK,0.178598,0.3509131,0.1205174,0.07069,0.56944,,,0.007484543,0.011389522,32033.19,162359.4,14.2,0.0164371
Sitka,8835,Alaska,AK,0.0061992,0.2621655,0.0781195,0.03945,0.56568,0.0460232,,0.010979061,0.014487833,41167.25,261934.5,29.5,0.0046406
Skagway-Yakutat-Angoon,3436,Alaska,AK,0.1364163,0.3242958,0.1279579,0.04042,0.56044,,,0.012805588,0.015715949,33977.76,161159.7,,0.0069686
Southeast Fairbanks,6174,Alaska,AK,0.1491899,0.3521922,0.1885856,0.04478,0.52796,0.1258247,,0.047619048,0.025429219,29948.42,114638,18.2,
Valdez-Cordova,10195,Alaska,AK,0.0125386,0.3295098,0.0983802,0.03202,0.43424,0.0841379,,0.021971555,0.028837666,39971.68,188352.9,21.2,0.0077938
Wade Hampton,7028,Alaska,AK,0,0.345819,0.2624215,0.0551,0.49796,0.1506205,,0.011809903,0.027319294,19556.95,51587.1,9.1,0.0143416
Wrangell-Petersburg,6684,Alaska,AK,0.082998,0.2863447,0.0789592,0.05853,0.59875,,,0,0.017055655,43557.32,208081.3,16.3,0.0169817
Yukon-Koyukuk,6551,Alaska,AK,0.0510944,0.3359975,0.2383436,0.05725,0.54754,0.106282,,0.020760189,0.043504808,25953.68,79846.7,14.2,0.0059289
Apache,69423,Arizona,AZ,0.5373009,0.3636111,0.3782032,0.05989,0.4934,0.0938842,0.3322906,0.0612045,0.063422785,18468.69,55586.1,11.3,0.0035579
Cochise,117755,Arizona,AZ,0.1837161,0.3759969,0.1767456,0.06031,0.55105,0.0483481,0.3742618,0.053424483,0.041594837,29920.49,117570.6,18.8,0.0101822
Coconino,116320,Arizona,AZ,0.3298703,0.4055955,0.182258,0.06645,0.52922,0.0467136,0.5507679,0.049888239,0.051177785,29986.33,189952.5,29.9,0.0124298
Gila,51335,Arizona,AZ,0.4124214,0.38817,0.1741172,0.074,0.55481,0.0577122,0.3844391,0.040284406,0.037303984,33454.61,133433.3,13.9,0.0133437
Graham,33489,Arizona,AZ,0.3151616,0.3256772,0.229879,0.07428,0.63476,0.0623893,0.4648325,0.025411329,0.023888441,21866.97,107839.7,11.8,0.0081221
Greenlee,8547,Arizona,AZ,0.0489102,0.1801817,0.099351,0.03983,0.7798,0.0714849,-0.2506576,0.026676027,0.023517024,30213.03,83579.1,12.2,0.00585
La Paz,19715,Arizona,AZ,0.1913002,0.4833803,0.1959449,0.11297,0.47945,0.0664476,,0.028607659,0.022368755,31616.74,115304.5,8.7,0.0061375
Maricopa,3072149,Arizona,AZ,0.2008089,0.4853572,0.1174869,0.17028,0.4959,0.0414625,1.035814,0.048729082,0.02995037,41328.64,172223.6,25.9,0.0094831
Mohave,155032,Arizona,AZ,0.0782127,0.4383844,0.1388457,0.09756,0.51237,0.0477989,1.775119,0.064786625,0.033115744,33909.59,127034.9,9.9,0.0121781
Navajo,97470,Arizona,AZ,0.4945563,0.3899504,0.2950444,0.08296,0.54044,0.0757138,0.4412456,0.048979173,0.042023187,23339.27,102641,12.3,0.009685
Pima,843746,Arizona,AZ,0.2038973,0.4766623,0.1466397,0.12577,0.5182,0.0432998,0.587651,0.037647586,0.027258203,36698.14,152761.8,26.7,0.0101713
Pinal,179727,Arizona,AZ,0.2412508,0.3479896,0.1690881,0.06404,0.57735,0.0535817,0.9768033,0.098410367,0.049085558,29963.63,125168.7,11.9,0.0099444
Santa Cruz,38381,Arizona,AZ,0.2227644,0.5813252,0.2448253,0.18948,0.42681,0.0868954,0.8759959,0.034053308,0.030197233,27007.64,126235.1,15.2,0.0118027
Yavapai,167517,Arizona,AZ,0.0273739,0.4432745,0.119465,0.12155,0.56291,0.0442322,1.458243,0.062984652,0.031172956,39299.91,183954,21.1,0.007825
Yuma,160026,Arizona,AZ,0.2027623,0.4626098,0.1923488,0.09702,0.47751,0.1652333,,0.043224226,0.027408046,30315.06,113438.3,11.8,0.0088423
Arkansas,20749,Arkansas,AR,0.1366906,0.4724687,0.1779424,0.11513,0.48918,0.0444336,-0.1417166,0.018796087,0.018699696,31831.96,75714.4,12.2,0.0043376
Ashley,24209,Arkansas,AR,0.0538631,0.439029,0.1748547,0.0741,0.49639,0.07154,-0.0877609,0.010326738,0.016977157,30092.7,74248.1,10.1,0.0098724
Baxter,38386,Arkansas,AR,0.0069086,0.4938878,0.1114596,0.12822,0.51544,0.0522598,0.4004889,0.023211588,0.018444225,35632.88,112638.5,12.8,0.0065128
Benton,153406,Arkansas,AR,0.0917764,0.6090889,0.1007096,0.30811,0.55584,0.0283965,0.9638482,0.057318488,0.037247565,37364.53,126368.4,20.3,0.0058588
Boone,33948,Arkansas,AR,0.0100162,0.4377297,0.1478138,0.09603,0.56387,0.0497687,0.3023363,0.027188642,0.022269353,30951.28,100374.9,12.7,0.0137269
Bradley,12600,Arkansas,AR,0.0415269,0.4282552,0.262973,0.06848,0.48077,0.0688012,-0.087155,0.00952381,0.017539683,26020.91,59985,11.9,0.0046032
Calhoun,5744,Arkansas,AR,0.0156724,0.3123021,0.1653921,0.06179,0.56098,0.0542265,-0.0551077,0.023502786,0.024373259,29563.6,55586.1,7.3,0.0022632
Carroll,25357,Arkansas,AR,0.0749791,0.3995499,0.1548879,0.08501,0.53775,0.0392081,0.5649571,0.022202942,0.024253658,30761.63,111838.7,13.8,0.0075324
Chicot,14117,Arkansas,AR,0.1434173,0.4461143,0.2863331,0.08157,0.34488,0.0842498,-0.2065981,0.014734009,0.023517745,25239.55,63050.9,11.7,0.007792
Clark,23546,Arkansas,AR,0.0349448,0.4655635,0.1912179,0.09565,0.49936,0.044371,0.0094315,0.022424191,0.027223308,25843.98,90510.7,19.8,0.0043319
Clay,17609,Arkansas,AR,0.016635,0.3768172,0.1752031,0.08728,0.55673,0.0670881,-0.1458576,0.019535465,0.02776989,28955.17,52786.8,7.4,0.0038617
Cleburne,24046,Arkansas,AR,0.0129423,0.4082162,0.1310537,0.08138,0.55107,0.0453059,0.4220829,0.029235632,0.021791566,34169.12,116504.2,13.9,0.0042003
Cleveland,8571,Arkansas,AR,0.0029816,0.3891335,0.1519447,0.09765,0.58929,0.0543729,0.0893493,0.02940147,0.02193443,29122.57,65183.7,10,0.0014001
Columbia,25603,Arkansas,AR,0.090013,0.4433733,0.2112302,0.07567,0.49143,0.0497007,-0.0390707,0.014060852,0.018200992,29376.81,74248.1,16.8,0.0162481
Conway,20336,Arkansas,AR,0.0911892,0.3631857,0.1614276,0.07143,0.57634,0.0469554,0.0426045,0.02940598,0.022865854,30986.84,79180.2,11.5,0.0014752
Craighead,82148,Arkansas,AR,0.1034692,0.4779823,0.1540029,0.09677,0.52976,0.0443758,0.2990085,0.034096996,0.030043336,30387.97,105573.6,20.9,0.0112236
Crawford,53247,Arkansas,AR,0.0443966,0.3768019,0.1421478,0.06281,0.56209,0.0395362,0.443321,0.042124439,0.038499822,28120.96,95442.8,9.7,0.0026105
Crittenden,50866,Arkansas,AR,0.2689226,0.483447,0.2533496,0.0843,0.39974,0.0498299,0.0276167,0.025144497,0.027995124,27743.93,93976.5,12.8,0.0126607
Cross,19526,Arkansas,AR,0.2392802,0.4538887,0.1989814,0.08113,0.44903,0.0559679,-0.0444357,0.023404691,0.025453242,30160.55,81979.5,9.9,0.0024583
Dallas,9210,Arkansas,AR,0.0223501,0.3903556,0.1891091,0.09544,0.51238,0.0660653,-0.1241084,0.013246471,0.026384365,28801.15,51587.1,9.6,0.013355
Desha,15341,Arkansas,AR,0.1114143,0.4309282,0.2889373,0.05918,0.39178,0.0827553,-0.2236336,0.013884362,0.024118376,26621.47,62251.1,11.1,0.0089955
Drew,18723,Arkansas,AR,0.0540132,0.4654881,0.1818932,0.08019,0.43724,0.0821543,0.0453936,0.026705122,0.021150457,30235.88,80113.3,17.3,0.0073706
Faulkner,86014,Arkansas,AR,0.0933966,0.3882269,0.1254781,0.07931,0.56139,0.0430845,0.8620973,0.042307066,0.032738857,31470.23,123835.7,25.2,0.0041737
Franklin,17771,Arkansas,AR,0.0268202,0.3691566,0.1520151,0.11034,0.60398,0.0362346,0.2085005,0.028023184,0.029148613,28036.57,77980.5,11,0.002701
Fulton,11642,Arkansas,AR,0.0034182,0.3714346,0.1629365,0.06054,0.45789,0.0485219,0.1671178,0.017522762,0.023363683,31187.46,72648.5,10.5,0.0025864
Garland,88068,Arkansas,AR,0.1522797,0.5611383,0.1458266,0.15917,0.47289,0.0458781,0.2486424,0.028080574,0.021131399,37213.2,114504.7,18,0.0145456
Grant,16464,Arkansas,AR,0.0573329,0.3601226,0.1015659,0.09574,0.58655,0.0493538,0.2656827,0.032434402,0.027879009,32312.01,94243.1,11,0.0034621
Greene,37331,Arkansas,AR,0.024529,0.3568483,0.1331608,0.07817,0.63528,0.0670426,0.2142532,0.026680239,0.020867376,30772.04,89044.4,10.9,0.0090541
Hempstead,23587,Arkansas,AR,0.0973897,0.3928423,0.2031115,0.08377,0.48394,0.0446076,-0.0020309,0.020901344,0.024165854,27406.5,68516.2,11,0.0133548
Hot Spring,30353,Arkansas,AR,0.2275153,0.3416217,0.1402402,0.06583,0.56529,0.0497834,0.1317722,0.02938754,0.029222812,29273.79,84112.3,11.2,0.0040853
Howard,14300,Arkansas,AR,0.0840358,0.3492926,0.1549548,0.05474,0.49856,0.050625,0.0624861,0.020699301,0.023846154,30259.4,74114.8,11.6,0.0040559
Independence,34233,Arkansas,AR,0.0505968,0.3527294,0.1295851,0.06706,0.59393,0.0525724,0.1355359,0.020886279,0.024829843,30174.3,85711.9,13.7,0.0017819
Izard,13249,Arkansas,AR,0.0720208,0.3641787,0.1724442,0.07713,0.4825,0.0556766,0.2304049,0.019775077,0.018718394,27500.05,77047.4,11.7,0.0037705
Jackson,18418,Arkansas,AR,0.0790594,0.4628355,0.1744325,0.07845,0.45411,0.0719613,-0.1491269,0.018731676,0.022858074,26282.09,60384.9,10.3,0.0077098
Jefferson,84278,Arkansas,AR,0.3151985,0.4719778,0.2053066,0.09322,0.4474,0.0655747,-0.0709892,0.014784404,0.023469945,28181.01,76780.8,15.7,0.0144522
Johnson,22781,Arkansas,AR,0.0843008,0.4174579,0.1642928,0.10121,0.51523,0.0454365,0.3075245,0.017777973,0.02071902,28264.48,79046.9,13.1,0.0057943
Lafayette,8559,Arkansas,AR,0.0147083,0.3627206,0.2322343,0.04694,0.39766,0.0490798,-0.1619505,0.010748919,0.024769249,27850.59,44788.8,9.5,0.0024536
Lawrence,17774,Arkansas,AR,0.0206275,0.3250487,0.1842948,0.06513,0.5681,0.0631443,-0.0364829,0.02042309,0.028693597,26749.81,60384.9,8.5,0.0061888
Lee,12580,Arkansas,AR,0.0534465,0.4314207,0.2992958,0.09993,0.3047,0.0877933,-0.1904241,0.012877584,0.019793323,20034.22,57052.4,7.3,0.0172496
Lincoln,14492,Arkansas,AR,0.1456255,0.2901313,0.1952895,0.04087,0.52481,0.068649,0.0840003,0.021391112,0.021046094,19187.57,69582.6,7.6,0.0020701
Little River,13628,Arkansas,AR,0.0410481,0.3817013,0.1539602,0.04387,0.473,0.0392992,-0.0232225,0.01900499,0.024801879,30190.64,73714.9,9.9,0.00543
Logan,22486,Arkansas,AR,0.0385132,0.338694,0.1543454,0.0656,0.56095,0.048334,0.1162629,0.022992084,0.027394823,28131.6,71982,9.4,0.0028017
Lonoke,52828,Arkansas,AR,0.1857609,0.3420126,0.1053621,0.05674,0.57833,0.0366208,0.5304479,0.059532824,0.039543424,32152.27,113971.5,14.6,0.0057167
Madison,14243,Arkansas,AR,0.0635631,0.3018939,0.1856504,0.04161,0.54845,0.0326397,0.2523521,0.040230289,0.031454048,27665.69,83045.9,10.1,0.0021765
Marion,16140,Arkansas,AR,0.0027467,0.3664535,0.1524413,0.09365,0.49301,0.0530512,0.4240339,0.020136307,0.025836431,28984.75,97575.6,10.4,0.004399
Miller,40443,Arkansas,AR,0.1600221,0.411699,0.1929589,0.0571,0.49206,0.0434323,0.0708839,0.048661079,0.043493312,31066.48,84912.1,12.5,0.0118686
Mississippi,51979,Arkansas,AR,0.2374127,0.4452217,0.2301155,0.07183,0.4099,0.1064062,-0.1266529,0.013043729,0.019623309,27086.45,74914.6,11.3,0.0151023
Monroe,10254,Arkansas,AR,0.0242274,0.3778186,0.2745565,0.06414,0.41016,0.0601956,-0.2702818,0.011897796,0.019894675,27439.07,56385.9,8.4,0.0089721
Montgomery,9245,Arkansas,AR,0.0403527,0.3488045,0.1700636,0.08355,0.55285,0.0444936,0.1896796,0.02022715,0.022931314,29124.37,71982,8.8,0.0041103
Nevada,9955,Arkansas,AR,0.0037648,0.3506637,0.2275855,0.04663,0.52785,0.045656,-0.1029107,0.021597187,0.025615269,27086.95,54919.6,10.7,0.0055249
Newton,8608,Arkansas,AR,0.0010227,0.2381196,0.2038059,0.04904,0.53628,0.0516717,0.1098504,0.018935874,0.026951673,25709.42,66783.3,11.8,0.0029043
Ouachita,28790,Arkansas,AR,0.0541034,0.3919548,0.1952187,0.06852,0.50342,0.0703882,-0.0573328,0.018131296,0.019833275,30013.19,66916.6,12.7,0.0102119
Perry,10209,Arkansas,AR,0.0344325,0.3036135,0.1404629,0.03865,0.60227,0.0513519,0.4050372,0.033499853,0.032422372,30754.21,78247.1,11.1,0.0027427
